21791,2019/07/29,17
12312,2019/08/03,5
16847
28.83
15.91
21.21
2019/07/29,1,15281,26705
2019/07/29,2,14665,26733
2019/07/29,3,14297,26884
2019/07/29,4,14231,26841
2019/07/29,5,14606,26966
2019/07/29,6,15504,27072
2019/07/29,7,16954,27305
2019/07/29,8,18262,26849
2019/07/29,9,19302,26806
2019/07/29,10,20368,26816
2019/07/29,11,21020,27055
2019/07/29,12,21191,27406
2019/07/29,13,21040,27758
2019/07/29,14,20904,27888
2019/07/29,15,20920,28057
2019/07/29,16,21351,28616
2019/07/29,17,21791,28409
2019/07/29,18,21435,27736
2019/07/29,19,21072,27058
2019/07/29,20,20960,26415
2019/07/29,21,20723,26328
2019/07/29,22,19469,26377
2019/07/29,23,17823,26620
2019/07/29,24,16333,26521
2019/07/30,1,15466,26448
2019/07/30,2,15056,26653
2019/07/30,3,14739,26438
2019/07/30,4,14703,25767
2019/07/30,5,15116,25684
2019/07/30,6,16006,25604
2019/07/30,7,16902,25652
2019/07/30,8,17645,25808
2019/07/30,9,18348,25669
2019/07/30,10,18914,25587
2019/07/30,11,19572,25579
2019/07/30,12,19855,25405
2019/07/30,13,20163,25775
2019/07/30,14,20499,26022
2019/07/30,15,20707,26318
2019/07/30,16,21090,26546
2019/07/30,17,21269,26166
2019/07/30,18,21001,26352
2019/07/30,19,20819,25772
2019/07/30,20,20103,25722
2019/07/30,21,19716,26241
2019/07/30,22,18416,25869
2019/07/30,23,16651,25910
2019/07/30,24,15224,26140
2019/07/31,1,14367,26210
2019/07/31,2,13770,26205
2019/07/31,3,13384,26205
2019/07/31,4,13219,26365
2019/07/31,5,13620,26267
2019/07/31,6,14335,26542
2019/07/31,7,15249,26461
2019/07/31,8,16111,26290
2019/07/31,9,16648,26193
2019/07/31,10,17190,25991
2019/07/31,11,17679,25968
2019/07/31,12,18086,26033
2019/07/31,13,18529,26160
2019/07/31,14,18860,26410
2019/07/31,15,19306,26560
2019/07/31,16,19730,26633
2019/07/31,17,20374,26697
2019/07/31,18,20497,26658
2019/07/31,19,20256,26600
2019/07/31,20,19530,26560
2019/07/31,21,18940,26507
2019/07/31,22,17404,26538
2019/07/31,23,15771,26624
2019/07/31,24,14466,26738
2019/08/01,1,13602,26695
2019/08/01,2,13075,26747
2019/08/01,3,12736,26709
2019/08/01,4,12684,26634
2019/08/01,5,12921,26633
2019/08/01,6,13515,26505
2019/08/01,7,14556,26550
2019/08/01,8,15424,26548
2019/08/01,9,15992,26270
2019/08/01,10,16498,26188
2019/08/01,11,17021,26166
2019/08/01,12,17413,26358
2019/08/01,13,17765,26356
2019/08/01,14,18134,26370
2019/08/01,15,18408,26436
2019/08/01,16,18981,26343
2019/08/01,17,19723,26136
2019/08/01,18,20181,26066
2019/08/01,19,19903,25974
2019/08/01,20,19376,26021
2019/08/01,21,18608,25979
2019/08/01,22,17303,26149
2019/08/01,23,15737,26168
2019/08/01,24,14561,26105
2019/08/02,1,13751,26177
2019/08/02,2,13209,26185
2019/08/02,3,12926,26067
2019/08/02,4,12826,26061
2019/08/02,5,13120,25946
2019/08/02,6,13824,26120
2019/08/02,7,14762,26128
2019/08/02,8,15596,26462
2019/08/02,9,16344,26307
2019/08/02,10,16844,26180
2019/08/02,11,17273,25401
2019/08/02,12,17659,25449
2019/08/02,13,18010,25823
2019/08/02,14,18280,25820
2019/08/02,15,18616,25816
2019/08/02,16,19097,26709
2019/08/02,17,19863,26506
2019/08/02,18,20083,26389
2019/08/02,19,19703,26323
2019/08/02,20,19175,26372
2019/08/02,21,18481,26435
2019/08/02,22,17178,26504
2019/08/02,23,15847,26519
2019/08/02,24,14587,26468
2019/08/03,1,13723,26284
2019/08/03,2,13090,26284
2019/08/03,3,12597,26331
2019/08/03,4,12348,26358
2019/08/03,5,12312,26315
2019/08/03,6,12459,26224
2019/08/03,7,12954,26294
2019/08/03,8,13919,26376
2019/08/03,9,14936,26611
2019/08/03,10,15731,26570
2019/08/03,11,16448,25637
2019/08/03,12,16850,25667
2019/08/03,13,17294,25651
2019/08/03,14,17689,25751
2019/08/03,15,17888,25694
2019/08/03,16,18570,26747
2019/08/03,17,19130,26757
2019/08/03,18,19241,26666
2019/08/03,19,18894,26566
2019/08/03,20,18486,26492
2019/08/03,21,18092,26351
2019/08/03,22,17120,26397
2019/08/03,23,15840,26529
2019/08/03,24,14671,26519
2019/08/04,1,13797,26546
2019/08/04,2,13200,26546
2019/08/04,3,12786,26520
2019/08/04,4,12539,26602
2019/08/04,5,12532,26659
2019/08/04,6,12391,26638
2019/08/04,7,12743,26549
2019/08/04,8,13604,26579
2019/08/04,9,14402,26468
2019/08/04,10,15053,26441
2019/08/04,11,15633,26436
2019/08/04,12,16091,26355
2019/08/04,13,16242,26435
2019/08/04,14,16437,26479
2019/08/04,15,16634,26581
2019/08/04,16,17243,26730
2019/08/04,17,18058,26742
2019/08/04,18,18278,26530
2019/08/04,19,17977,26361
2019/08/04,20,17414,26182
2019/08/04,21,16734,26089
2019/08/04,22,15797,26088
2019/08/04,23,14735,26234
2019/08/04,24,13712,26227
