\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-04-07 08:01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2025-01-19,12,0,0,-1,0,0,28,266,251,-389,50,0,-51,119,1192,1479,935,313,-616,0,0,350,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,119,0,0,0,1370,1765,928
2025-01-19,13,0,0,3,0,0,28,423,401,-138,50,0,-49,194,1192,1160,1009,276,-724,0,0,349,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,125,0,0,0,1676,1878,764
2025-01-19,14,49,0,-49,0,0,28,479,227,-196,50,0,-54,131,1217,979,1009,383,-623,0,0,350,0,0,2,0,0,0,0,9,6,0,0,0,0,0,0,0,0,127,0,0,0,1718,1836,570
2025-01-19,15,33,0,-31,0,0,27,335,227,-39,61,0,-63,200,1267,917,973,382,-577,0,0,350,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,128,0,0,0,1602,1885,720
2025-01-19,16,134,0,-130,0,0,27,988,252,-332,80,0,-81,250,1474,768,850,538,-312,0,0,349,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,128,0,0,0,2302,2273,424
2025-01-19,17,145,0,-143,0,0,27,1358,300,-841,80,0,-77,275,1577,1007,1009,792,-201,0,0,352,0,0,2,0,0,0,0,9,4,0,0,0,0,0,0,0,0,128,0,0,0,2867,2678,258
2025-01-19,18,146,0,-142,0,0,29,1748,350,-1049,47,0,-49,390,1575,935,509,846,324,0,0,352,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,129,0,0,0,2840,2780,550
2025-01-19,19,115,0,-67,0,0,31,1733,500,-1139,80,0,-71,170,1775,1515,809,1052,227,0,0,351,0,0,2,0,0,0,0,9,18,0,0,0,0,0,0,0,0,129,0,0,0,2907,3336,996
2025-01-19,20,50,0,-36,0,0,31,1470,451,-985,80,0,-77,230,1926,1791,1009,863,-139,0,0,352,0,0,2,0,0,0,0,9,24,0,0,0,0,0,0,0,0,129,0,0,0,2839,3249,1092
2025-01-19,21,50,0,-45,0,0,30,1313,302,-854,80,0,-78,209,1971,1629,1009,908,-103,0,0,352,0,0,2,0,0,0,0,9,14,0,0,0,0,0,0,0,0,129,0,0,0,2661,3190,1076
2025-01-19,22,40,0,-44,0,0,30,1186,352,-764,50,0,-50,196,1989,1776,1009,913,-98,0,0,352,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,129,0,0,0,2481,3263,1346
2025-01-19,23,70,0,-69,0,0,29,938,403,-656,68,0,-70,358,1958,1645,809,871,68,0,0,352,0,0,2,0,0,0,0,9,15,0,0,0,0,0,0,0,0,129,0,0,0,2243,3241,1445
2025-01-19,24,103,0,-102,0,0,28,986,550,-634,80,0,-77,381,1981,1708,609,1061,440,0,0,352,0,0,2,0,0,0,0,9,17,0,0,0,0,0,0,0,0,129,0,0,0,2159,3601,1863
2025-01-20,1,48,0,-52,0,0,27,1116,755,-601,40,0,-41,360,1960,1824,609,1048,447,0,0,352,0,0,2,0,0,0,0,50,50,0,0,0,0,0,0,0,0,128,0,0,0,2173,3813,2136
2025-01-20,2,133,0,-123,0,0,27,1024,725,-598,60,0,-57,355,1865,1670,609,1397,786,0,0,353,0,0,2,0,0,0,0,50,55,0,0,0,0,0,0,0,0,120,0,0,0,2181,4037,2235
2025-01-20,3,77,0,-82,0,0,27,1068,725,-399,60,0,-59,180,1780,1688,609,1565,953,0,0,355,0,0,2,0,0,0,0,50,51,0,0,0,0,0,0,0,0,109,0,0,0,1994,4120,2645
2025-01-20,4,144,0,-120,0,0,27,681,775,-119,60,0,-57,250,1850,1836,636,1574,934,0,0,355,0,0,2,0,0,0,0,50,40,0,0,0,0,0,0,0,0,109,0,0,0,1771,4249,3007
2025-01-20,5,28,0,-37,0,0,27,706,775,-122,13,0,-14,212,1812,1722,667,1583,915,0,0,355,0,0,2,0,0,0,0,35,24,0,0,0,0,0,0,0,0,95,0,0,0,1626,4205,2967
2025-01-20,6,16,0,-16,0,0,28,975,705,-376,20,0,-19,205,1805,1700,625,1602,966,0,0,357,0,0,2,0,0,0,0,25,26,0,0,0,0,0,0,0,0,89,0,0,0,1841,4137,2757
2025-01-20,7,5,0,-7,0,0,28,1040,700,-375,0,0,3,407,1853,1537,959,1661,700,0,0,357,0,0,2,0,0,0,0,25,34,0,0,0,0,0,0,0,0,91,0,0,0,2411,4239,2370
2025-01-20,8,90,0,-80,0,0,29,876,970,7,0,0,0,632,1765,1187,932,1634,689,0,0,357,0,0,2,0,0,0,0,25,35,0,0,0,0,0,0,0,0,88,0,0,0,2530,4394,2314
2025-01-20,9,105,0,-47,0,0,31,807,800,-52,0,0,2,696,1660,992,992,1511,513,0,0,355,0,0,2,0,0,0,0,25,28,0,0,0,0,0,0,0,0,88,0,0,0,2600,3996,1912
2025-01-20,10,75,0,-41,0,0,31,581,850,225,0,0,-1,586,1660,1051,1065,1562,493,0,0,357,0,0,2,0,0,0,0,25,29,0,0,0,0,0,0,0,0,89,0,0,0,2307,4097,2235
2025-01-20,11,0,0,-4,0,0,30,203,501,342,0,0,-1,255,1610,1340,1027,1580,554,0,0,356,0,0,2,0,0,0,0,25,26,0,0,0,0,0,0,0,0,90,0,0,0,1485,3716,2735
2025-01-20,12,0,0,-3,0,0,30,263,296,55,0,0,-3,77,1906,1763,764,1529,771,0,0,356,0,0,2,0,0,0,0,25,19,0,0,0,0,0,0,0,0,132,0,0,0,1104,3756,3122
2025-01-20,13,0,0,1,0,0,29,330,120,-90,0,0,0,67,1815,1575,513,1614,1089,0,0,355,0,0,2,0,0,0,0,25,19,0,0,0,0,0,0,0,0,133,0,0,0,910,3574,3113
2025-01-20,14,0,0,-3,0,0,29,11,120,164,0,0,2,93,1993,1762,809,1720,914,0,0,354,0,0,2,0,0,0,0,25,17,0,0,0,0,0,0,0,0,133,0,0,0,913,3858,3374
2025-01-20,15,0,0,-1,0,0,28,177,120,25,0,0,-3,38,1938,1744,642,1703,1048,0,0,355,0,0,2,0,0,0,0,25,21,0,0,0,0,0,0,0,0,132,0,0,0,857,3786,3351
2025-01-20,16,49,0,-48,0,0,28,806,270,-246,0,0,-2,50,1939,1528,1026,1714,689,0,0,355,0,0,2,0,0,0,0,25,39,0,0,0,0,0,0,0,0,132,0,0,0,1931,3948,2477
2025-01-20,17,59,0,-57,0,0,29,1294,320,-806,21,0,-12,299,1929,1454,909,1641,734,0,0,355,0,0,2,0,0,0,0,60,46,0,0,0,0,0,0,0,0,131,0,0,0,2582,3950,1876
2025-01-20,18,137,0,-123,0,0,30,828,300,-477,0,0,-26,436,1962,1391,626,1605,969,0,0,354,0,0,2,0,0,0,0,60,50,0,0,0,0,0,0,0,0,132,0,0,0,2027,3927,2302
2025-01-20,19,140,0,-112,0,0,32,639,330,-93,0,0,-4,347,2115,1638,826,1686,860,0,0,354,0,0,2,0,0,0,0,60,49,0,0,0,0,0,0,0,0,131,0,0,0,1952,4191,2857
2025-01-20,20,130,0,-80,0,0,32,388,510,-114,0,0,2,520,2060,1699,824,1748,924,0,0,355,0,0,2,0,0,0,0,60,40,0,0,0,0,0,0,0,0,131,0,0,0,1862,4378,2991
2025-01-20,21,38,0,-38,0,0,32,350,600,38,0,0,0,450,1934,1773,524,1583,1060,0,0,355,0,0,2,0,0,0,0,60,49,0,0,0,0,0,0,0,0,129,0,0,0,1362,4177,3400
2025-01-20,22,0,0,-1,0,0,31,287,460,54,0,0,-1,225,1924,1781,488,1594,1103,0,0,354,0,0,2,0,0,0,0,60,50,0,0,0,0,0,0,0,0,124,0,0,0,1000,4038,3497
2025-01-20,23,0,0,0,0,0,31,176,495,157,0,0,1,227,1827,1903,497,1603,1103,0,0,355,0,0,2,0,0,0,0,60,54,0,0,0,0,0,0,0,0,107,0,0,0,900,3985,3713
2025-01-20,24,11,0,-11,0,0,30,1,445,347,0,0,3,175,1775,1763,330,1404,1071,0,0,356,0,0,2,0,0,0,0,60,57,0,0,0,0,0,0,0,0,91,0,0,0,517,3684,3709
2025-01-21,1,11,17,4,0,0,29,0,820,568,0,0,2,175,1775,1810,399,1501,1100,0,0,355,0,0,2,0,0,0,0,60,64,0,0,0,0,0,0,0,0,39,0,0,0,585,4173,3973
2025-01-21,2,11,17,6,0,0,28,0,1157,984,0,10,8,70,1670,1729,399,1476,1075,0,0,356,0,0,2,0,0,0,0,60,67,0,0,0,0,0,0,0,0,35,0,0,0,480,4390,4290
2025-01-21,3,11,17,7,0,0,28,0,1117,909,0,35,34,0,1600,1733,386,1486,1101,0,0,354,0,0,2,0,0,0,0,60,59,0,0,0,0,0,0,0,0,35,0,0,0,397,4315,4262
2025-01-21,4,11,0,-11,0,0,28,0,990,750,0,28,26,50,1635,1748,339,1462,1121,0,0,354,0,0,2,0,0,0,0,60,41,0,0,0,0,0,0,0,0,35,0,0,0,400,4175,4094
2025-01-21,5,11,0,-11,0,0,28,110,1038,748,0,11,13,35,1635,1738,348,1433,1078,0,0,354,0,0,2,0,0,0,0,60,40,0,0,0,0,0,1,0,0,50,0,0,0,504,4177,4041
2025-01-21,6,11,0,-13,0,0,28,0,740,551,0,0,10,50,1545,1671,509,1431,922,0,0,356,0,0,2,0,0,0,0,60,46,0,0,0,0,0,1,0,0,52,0,0,0,570,3776,3626
2025-01-21,7,9,0,-11,0,0,29,261,1040,568,0,0,2,296,1319,1193,512,1482,972,0,0,361,0,0,2,0,0,0,0,60,61,0,0,0,0,0,0,0,0,55,0,0,0,1078,3901,3232
2025-01-21,8,75,0,-72,0,0,30,478,890,676,0,0,1,485,1595,870,514,1577,1062,0,0,361,0,0,2,0,0,0,0,60,64,0,0,0,0,0,1,0,0,59,0,0,0,1552,4122,3054
2025-01-21,9,100,0,-95,0,0,31,365,765,660,0,0,-1,405,1495,818,514,1538,1017,0,0,360,0,0,2,0,0,0,0,60,67,0,0,0,0,0,1,0,0,79,0,0,0,1384,3858,2939
2025-01-21,10,61,0,-62,0,0,31,430,590,663,0,0,-3,79,1675,1110,737,1531,800,0,0,359,0,0,2,0,0,0,0,60,63,0,0,0,0,0,1,0,0,116,0,0,0,1307,3856,3080
2025-01-21,11,0,0,-14,0,0,31,515,340,367,0,0,-3,185,1455,773,495,1558,1054,0,0,359,0,0,2,0,0,0,0,60,55,0,0,0,0,0,0,0,0,118,0,0,0,1195,3413,2742
2025-01-21,12,75,0,-70,0,0,30,141,445,762,0,0,1,55,1555,1002,484,1534,1054,0,0,358,0,0,2,0,0,0,0,30,29,0,0,0,0,0,0,0,0,117,0,0,0,755,3564,3285
2025-01-21,13,0,0,-1,0,0,30,334,420,748,0,0,0,100,1820,1050,395,1617,1220,0,0,359,0,0,2,0,0,0,0,30,20,0,0,0,0,0,1,0,0,117,0,0,0,829,3887,3546
2025-01-21,14,129,0,-108,0,0,29,322,510,411,50,0,1,45,1945,1654,423,1602,1172,0,0,359,0,0,2,0,0,0,0,30,20,0,0,0,0,0,1,0,0,117,0,0,0,969,4087,3658
2025-01-21,15,129,0,-127,0,0,28,19,335,362,0,0,0,25,1925,1772,955,1561,622,0,0,359,0,0,2,0,0,0,0,30,16,0,0,0,0,0,0,0,0,130,0,0,0,1128,3851,3164
2025-01-21,16,145,0,-82,0,0,29,125,610,546,50,0,-37,0,1825,1741,692,1545,852,0,0,358,0,0,2,0,0,0,0,30,11,0,0,0,0,0,0,0,0,134,0,0,0,1012,4010,3554
2025-01-21,17,106,0,-108,0,0,29,827,740,108,0,0,-8,178,1600,1235,509,1513,1000,0,0,358,0,0,2,0,0,0,0,39,42,0,0,0,0,0,0,0,0,134,0,0,0,1620,3892,2792
2025-01-21,18,145,0,-140,0,0,30,1110,740,-96,0,0,1,451,1565,921,612,1593,983,0,0,356,0,0,2,0,0,0,0,49,48,0,0,0,0,0,0,0,0,134,0,0,0,2318,3947,2239
2025-01-21,19,128,0,-126,0,0,30,780,490,241,0,0,-1,350,1615,752,402,1516,1105,0,0,357,0,0,2,0,0,0,0,50,48,0,0,0,0,0,0,0,0,133,0,0,0,1660,3671,2541
2025-01-21,20,129,0,-96,0,0,30,478,390,250,0,0,0,125,1733,1264,710,1586,877,0,0,356,0,0,2,0,0,0,0,50,49,0,0,0,0,0,0,0,0,133,0,0,0,1442,3759,2865
2025-01-21,21,146,0,-102,0,0,29,716,590,-93,0,0,0,150,1703,1416,462,1435,968,0,0,356,0,0,2,0,0,0,0,50,48,0,0,0,0,0,0,0,0,133,0,0,0,1474,3778,2757
2025-01-21,22,140,0,-72,0,0,28,330,770,170,0,0,0,250,1913,1864,512,1422,914,0,0,358,0,0,2,0,0,0,0,50,50,0,0,0,0,0,0,0,0,133,0,0,0,1232,4155,3447
2025-01-21,23,97,0,-65,0,0,27,224,600,180,68,0,-52,230,1800,1753,171,1351,1174,0,0,358,0,0,2,0,0,0,0,50,53,0,0,0,0,0,0,0,0,133,0,0,0,790,3801,3563
2025-01-21,24,157,0,-134,0,0,26,280,860,497,79,0,-74,200,1735,1633,309,1387,1083,0,0,359,0,0,2,0,0,0,0,50,47,0,0,0,0,0,0,0,0,132,0,0,0,1025,4032,3571
2025-01-22,1,11,0,-27,0,0,25,0,735,672,0,0,-3,46,1596,1560,259,1421,1165,0,0,357,0,0,2,0,0,0,0,9,45,0,0,0,0,0,0,0,0,70,0,0,0,316,3761,3866
2025-01-22,2,11,0,-22,0,0,24,0,722,516,0,0,-1,45,1595,1788,109,1314,1205,0,0,356,0,0,2,0,0,0,0,9,44,0,0,0,0,0,0,0,0,70,0,0,0,165,3640,3982
2025-01-22,3,11,0,-74,0,0,24,0,918,880,0,0,-1,0,1595,1660,127,1357,1228,0,0,355,0,0,2,0,0,0,0,9,47,0,0,0,0,0,0,0,0,70,0,0,0,138,3879,4191
2025-01-22,4,59,0,-85,0,0,24,145,931,999,0,0,-2,131,1681,1440,225,1397,1173,0,0,356,0,0,2,0,0,0,0,50,49,0,0,0,0,0,0,0,0,70,0,0,0,560,4059,4026
2025-01-22,5,11,0,-51,0,0,23,101,1020,1029,0,0,0,101,1650,1485,207,1376,1173,0,0,357,0,0,2,0,0,0,0,50,48,0,0,0,0,0,0,0,0,71,0,0,0,420,4096,4137
2025-01-22,6,146,0,-133,0,0,24,368,690,656,54,0,-50,88,1546,1082,255,1445,1192,0,0,357,0,0,2,0,0,0,0,50,56,0,0,0,0,0,0,0,0,114,0,0,0,911,3731,3300
2025-01-22,7,142,0,-143,0,0,24,263,765,590,80,0,-72,196,1583,1252,299,1529,1234,0,0,358,0,0,2,0,0,0,0,60,65,0,0,0,0,0,0,0,0,116,0,0,0,980,3937,3426
2025-01-22,8,145,0,-145,0,0,26,516,640,510,80,0,-72,224,1520,1050,231,1455,1223,0,0,357,0,0,2,0,0,0,0,60,68,0,0,0,0,0,0,0,0,135,0,0,0,1196,3675,3154
2025-01-22,9,100,0,-100,0,0,27,575,740,565,0,0,-3,474,1510,899,297,1527,1226,0,0,356,0,0,2,0,0,0,0,60,69,0,0,0,0,0,1,0,0,134,0,0,0,1446,3837,3176
2025-01-22,10,100,0,-100,0,0,27,100,490,519,0,0,0,230,1720,1441,318,1514,1197,0,0,356,0,0,2,0,0,0,0,60,66,0,0,0,0,0,1,0,0,134,0,0,0,748,3784,3643
2025-01-22,11,129,0,-130,0,0,26,0,510,452,0,0,0,180,2080,1861,305,1535,1232,0,0,355,0,0,2,0,0,0,0,60,62,0,0,0,0,0,0,0,0,134,0,0,0,614,4185,3994
2025-01-22,12,100,0,-104,0,0,25,0,735,473,0,0,-3,230,2130,2063,409,1616,1209,0,0,356,0,0,2,0,0,0,0,60,61,0,0,0,0,0,0,0,0,133,0,0,0,739,4541,4215
2025-01-22,13,89,0,-90,0,0,24,315,485,259,0,0,1,230,2130,1731,246,1476,1229,0,0,356,0,0,2,0,0,0,0,60,62,0,0,0,0,0,0,0,0,133,0,0,0,880,4151,3707
2025-01-22,14,66,0,-65,0,0,24,468,525,245,50,0,-41,280,2180,1636,245,1475,1227,0,0,356,0,0,2,0,0,0,0,60,66,0,0,0,0,0,0,0,0,133,0,0,0,1109,4240,3583
2025-01-22,15,0,0,-48,0,0,24,140,255,301,0,0,-5,125,2025,1673,542,1693,1152,0,0,356,0,0,2,0,0,0,0,60,67,0,0,0,0,0,0,0,0,133,0,0,0,807,4033,3655
2025-01-22,16,132,0,-121,0,0,24,480,269,225,80,0,-71,230,2130,1672,210,1440,1228,0,0,355,0,0,2,0,0,0,0,60,66,0,0,0,0,0,0,0,0,132,0,0,0,1132,3899,3512
2025-01-22,17,131,0,-127,0,0,24,758,390,-346,80,0,-72,215,2115,1812,509,1683,1175,0,0,354,0,0,2,0,0,0,0,60,66,0,0,0,0,0,0,0,0,132,0,0,0,1693,4248,3020
2025-01-22,18,132,0,-132,0,0,26,830,240,-542,0,0,-2,160,2047,1848,87,1317,1228,0,0,353,0,0,2,0,0,0,0,60,77,0,0,0,0,0,0,0,0,132,0,0,0,1209,3664,2990
2025-01-22,19,130,0,-129,0,0,27,438,195,-94,0,0,-5,160,2060,1844,300,1498,1190,0,0,353,0,0,2,0,0,0,0,60,84,0,0,0,0,0,0,0,0,132,0,0,0,1028,3813,3404
2025-01-22,20,130,0,-130,0,0,27,0,185,98,80,0,-75,235,2008,1796,384,1332,957,0,0,353,0,0,2,0,0,0,0,60,85,0,0,0,0,0,1,0,0,131,0,0,0,829,3585,3245
2025-01-22,21,163,0,-158,0,0,27,0,210,153,64,0,-62,80,1880,1827,386,1448,1064,0,0,354,0,0,2,0,0,0,0,60,84,0,0,0,0,0,1,0,0,131,0,0,0,693,3598,3423
2025-01-22,22,49,0,-55,0,0,28,380,725,226,25,0,-24,80,1867,1896,335,1500,1163,0,0,353,0,0,2,0,0,0,0,60,84,0,0,0,0,0,1,0,0,131,0,0,0,869,4152,3805
2025-01-22,23,0,0,-7,0,0,27,280,1332,818,0,0,-3,0,1588,1890,409,1539,1128,0,0,353,0,0,2,0,0,0,0,60,83,0,0,0,0,0,1,0,0,131,0,0,0,689,4519,4423
2025-01-22,24,11,0,-10,0,0,26,0,990,848,0,0,-2,0,1550,1732,259,1389,1126,0,0,353,0,0,2,0,0,0,0,60,81,0,0,0,0,0,0,0,0,131,0,0,0,270,3989,4287
2025-01-23,1,11,0,-10,0,0,25,33,1150,876,0,0,1,0,1600,1861,209,1290,1080,0,0,353,0,0,2,0,0,0,0,9,49,0,0,0,0,0,0,0,0,110,0,0,0,253,4049,4347
2025-01-23,2,11,0,-12,0,0,25,0,1073,971,0,0,-2,0,1600,1747,209,1277,1069,0,0,352,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,111,0,0,0,220,3959,4308
2025-01-23,3,11,0,-10,0,0,24,0,917,861,0,0,-1,50,1650,1696,209,1396,1181,0,0,353,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,112,0,0,0,270,3972,4263
2025-01-23,4,11,0,-12,0,0,25,0,1340,1031,0,0,0,0,1600,1901,209,1318,1109,0,0,353,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,112,0,0,0,220,4267,4565
2025-01-23,5,11,0,-11,0,0,25,0,1268,1426,0,0,0,0,1600,1479,209,1309,1089,0,0,353,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,112,0,0,0,220,4186,4519
2025-01-23,6,11,0,-10,0,0,25,0,1308,1575,0,0,-3,32,1632,1351,309,1200,880,0,0,354,0,0,2,0,0,0,0,9,41,0,0,0,0,0,1,0,0,112,0,0,0,352,4149,4328
2025-01-23,7,0,0,4,0,0,25,0,784,1093,0,0,-1,32,1622,1320,309,966,659,0,0,353,0,0,2,0,0,0,0,9,42,0,0,0,0,0,1,0,0,133,0,0,0,341,3381,3631
2025-01-23,8,0,0,-1,0,0,27,150,809,690,0,0,0,150,1790,1557,409,1161,748,0,0,353,0,0,2,0,0,0,0,9,46,0,0,0,0,0,1,0,0,132,0,0,0,709,3769,3555
2025-01-23,9,0,0,-1,0,0,27,50,350,331,0,0,-2,72,1853,1701,409,1129,718,0,0,353,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,133,0,0,0,531,3341,3307
2025-01-23,10,80,0,-74,0,0,27,100,360,454,0,0,-2,200,1933,1564,409,1154,747,0,0,353,0,0,2,0,0,0,0,9,42,0,0,0,0,0,1,0,0,133,0,0,0,789,3456,3247
2025-01-23,11,0,0,-6,0,0,27,0,476,341,0,0,-4,308,1470,1265,338,1119,770,0,0,353,0,0,2,0,0,0,0,9,40,0,0,0,0,0,1,0,0,133,0,0,0,646,3074,2922
2025-01-23,12,0,0,-40,0,0,27,486,340,71,0,0,-1,292,1743,1251,712,1333,625,0,0,353,0,0,2,0,0,0,0,9,39,0,0,0,0,0,1,0,0,132,0,0,0,1490,3425,2460
2025-01-23,13,0,0,-25,0,0,26,100,40,107,0,0,-1,75,1713,1403,609,1463,840,0,0,352,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,132,0,0,0,784,3225,2875
2025-01-23,14,0,0,-2,0,0,26,179,215,291,0,0,1,175,1793,1376,809,1478,668,0,0,352,0,0,2,0,0,0,0,9,37,0,0,0,0,0,1,0,0,133,0,0,0,1163,3495,2885
2025-01-23,15,0,0,-1,0,0,26,140,215,231,0,0,0,192,1826,1501,709,1376,673,0,0,352,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,132,0,0,0,1041,3426,2943
2025-01-23,16,0,0,26,0,0,26,142,357,296,0,0,0,120,1918,1678,637,1566,924,0,0,346,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,132,0,0,0,899,3850,3446
2025-01-23,17,109,0,-78,0,0,26,695,440,-93,50,0,-42,156,1648,1387,609,1579,972,0,0,345,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,132,0,0,0,1619,3676,2661
2025-01-23,18,0,0,0,0,0,27,185,560,109,80,0,-67,420,1560,1438,405,1488,1082,0,0,345,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,132,0,0,0,1090,3617,3086
2025-01-23,19,50,0,-48,0,0,27,111,570,428,0,0,-1,25,1903,1967,411,1496,1080,0,0,345,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,132,0,0,0,597,3978,3952
2025-01-23,20,0,0,-3,0,0,27,431,470,213,0,0,-3,100,1933,1765,311,1315,1003,0,0,345,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,132,0,0,0,842,3727,3504
2025-01-23,21,0,0,-1,0,0,27,150,510,387,0,0,-2,70,1898,1904,316,1340,1016,0,0,345,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,132,0,0,0,536,3757,3833
2025-01-23,22,0,0,-2,0,0,27,0,200,78,0,0,-4,49,1715,1817,309,1169,862,0,0,349,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,132,0,0,0,358,3093,3281
2025-01-23,23,0,0,-38,0,0,26,0,330,164,0,0,-1,50,1650,1856,424,1384,957,0,0,351,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,132,0,0,0,474,3373,3468
2025-01-23,24,3,0,-20,0,0,25,0,720,622,0,0,-5,43,1643,1732,618,1544,927,0,0,350,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,131,0,0,0,664,3916,3781
2025-01-24,1,11,0,-14,0,0,24,0,900,996,0,0,-4,0,1600,1628,9,1024,1004,0,0,349,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,111,0,0,0,20,3533,4113
2025-01-24,2,11,0,-8,0,0,23,0,1000,1010,0,0,3,0,1600,1615,69,785,714,0,0,350,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,112,0,0,0,80,3394,3843
2025-01-24,3,11,0,-12,0,0,23,0,956,985,0,0,2,0,1600,1567,9,662,647,0,0,351,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,113,0,0,0,20,3227,3707
2025-01-24,4,11,0,-11,0,0,23,0,724,793,0,0,2,28,1628,1558,9,644,637,0,0,351,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,113,0,0,0,48,3005,3498
2025-01-24,5,11,0,-10,0,0,23,0,865,792,0,0,-3,50,1650,1661,9,890,866,0,0,352,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,113,0,0,0,70,3414,3827
2025-01-24,6,11,0,-9,0,0,23,0,970,915,0,0,0,150,1750,1766,209,957,752,0,0,352,0,0,2,0,0,0,0,9,33,0,0,0,0,0,1,0,0,114,0,0,0,370,3686,3949
2025-01-24,7,0,0,0,0,0,23,130,684,665,0,0,1,180,1465,1244,9,979,960,0,0,353,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,133,0,0,0,319,3137,3408
2025-01-24,8,30,0,-26,0,0,24,445,580,427,0,0,1,155,1857,1467,9,909,902,0,0,351,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,134,0,0,0,639,3355,3309
2025-01-24,9,0,0,-3,0,0,25,248,260,166,0,0,-1,185,1705,1409,9,1084,1064,0,0,349,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,134,0,0,0,442,3058,3170
2025-01-24,10,0,0,3,0,0,25,350,415,115,0,0,0,296,1700,1432,9,745,735,0,0,348,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,133,0,0,0,655,2869,2805
2025-01-24,11,0,0,-3,0,0,26,65,440,251,0,0,0,80,1897,2079,259,806,539,0,0,347,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,133,0,0,0,404,3152,3379
2025-01-24,12,116,0,-112,0,0,25,65,290,140,0,0,-5,100,1645,1653,359,776,406,0,0,346,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,133,0,0,0,640,2720,2592
2025-01-24,13,96,0,-93,0,0,25,260,115,37,0,0,-3,72,1535,1324,409,643,240,0,0,347,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,133,0,0,0,837,2302,2020
2025-01-24,14,0,0,3,0,0,25,469,40,-243,0,0,-1,0,1300,1109,9,585,557,0,0,346,0,0,2,0,0,0,0,9,14,0,0,0,0,0,0,0,0,133,0,0,0,478,1934,1945
2025-01-24,15,0,0,-1,0,0,24,491,40,-398,0,0,2,0,1250,1183,9,454,441,0,0,346,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,133,0,0,0,500,1753,1744
